Date,Close/Last,Volume,Open,High,Low,Day
08/04/2020,109.67,172792360,109.13,110.79,108.39,111
08/05/2020,110.06,121991960,109.38,110.39,108.90,112
08/06/2020,113.90,202428920,110.41,114.41,109.80,113
08/07/2020,111.11,198045600,113.21,113.68,110.29,114
08/10/2020,112.73,212403440,112.60,113.78,110.00,115
08/11/2020,109.38,187902360,111.97,112.48,109.11,116
08/12/2020,113.01,165944840,110.50,113.28,110.30,117
08/13/2020,115.01,210082080,114.43,116.04,113.93,118
08/14/2020,114.91,165565200,114.83,115.00,113.05,119
08/17/2020,114.61,119561440,116.06,116.09,113.96,120
08/18/2020,115.56,105633560,114.35,116.00,114.01,121
08/19/2020,115.71,145538000,115.98,117.16,115.61,122
08/20/2020,118.28,126907200,115.75,118.39,115.73,123
08/21/2020,124.37,338054640,119.26,124.87,119.25,124
08/24/2020,125.86,345937760,128.70,128.79,123.94,125
08/25/2020,124.83,211495800,124.70,125.18,123.05,126
08/26/2020,126.52,163022280,126.18,126.99,125.08,127
08/27/2020,125.01,155552400,127.14,127.49,123.83,128
08/28/2020,124.81,187629920,126.01,126.44,124.58,129
08/31/2020,129.04,225702700,127.58,131.00,126.00,130
09/01/2020,134.18,152470100,132.76,134.80,130.53,131
09/02/2020,131.40,200119000,137.59,137.98,127.00,132
09/03/2020,120.88,257599600,126.91,128.84,120.50,133
09/04/2020,120.96,332607200,120.07,123.70,110.89,134
09/08/2020,112.82,231366600,113.95,118.99,112.68,135
09/09/2020,117.32,176940500,117.26,119.14,115.26,136
09/10/2020,113.49,182274400,120.36,120.50,112.50,137
09/11/2020,112.00,180860300,114.57,115.23,110.00,138
09/14/2020,115.36,140150100,114.72,115.93,112.80,139
09/15/2020,115.54,184642000,118.33,118.83,113.61,140
09/16/2020,112.13,155026700,115.23,116.00,112.04,141
09/17/2020,110.34,178011000,109.72,112.20,108.71,142
09/18/2020,106.84,287104900,110.40,110.88,106.09,143
09/21/2020,110.08,195713800,104.54,110.19,103.10,144
09/22/2020,111.81,183055400,112.68,112.86,109.16,145
09/23/2020,107.12,150718700,111.62,112.11,106.77,146
09/24/2020,108.22,167743300,105.17,110.25,105.00,147
09/25/2020,112.28,149981400,108.43,112.44,107.67,148
09/28/2020,114.96,137672400,115.01,115.32,112.78,149
09/29/2020,114.09,100060500,114.55,115.31,113.57,150
09/30/2020,115.81,142675200,113.79,117.26,113.62,151
10/01/2020,116.79,116120400,117.64,117.72,115.83,152
10/02/2020,113.02,144712000,112.89,115.37,112.22,153
10/05/2020,116.50,106243800,113.91,116.65,113.55,154
10/06/2020,113.16,161498200,115.70,116.12,112.25,155
10/07/2020,115.08,96848990,114.62,115.55,114.13,156
10/08/2020,114.97,83477150,116.25,116.40,114.59,157
10/09/2020,116.97,100506900,115.28,117.00,114.92,158
10/12/2020,124.40,240226800,120.06,125.18,119.28,159
10/13/2020,121.10,262330500,125.27,125.39,119.65,160
10/14/2020,121.19,151062300,121.00,123.03,119.62,161
10/15/2020,120.71,112559200,118.72,121.20,118.15,162
10/16/2020,119.02,115393800,121.28,121.55,118.81,163
10/19/2020,115.98,120639300,119.96,120.42,115.66,164
10/20/2020,117.51,124423700,116.20,118.98,115.63,165
10/21/2020,116.87,89945980,116.67,118.71,116.45,166
10/22/2020,115.75,101988000,117.45,118.04,114.59,167
10/23/2020,115.04,82572650,116.39,116.55,114.28,168
10/26/2020,115.05,111850700,114.01,116.55,112.88,169
10/27/2020,116.60,92276770,115.49,117.28,114.54,170
10/28/2020,111.20,143937800,115.05,115.43,111.10,171
10/29/2020,115.32,146129200,112.37,116.93,112.20,172
10/30/2020,108.86,190573500,111.06,111.99,107.72,173
11/02/2020,108.77,122866900,109.11,110.68,107.32,174
11/03/2020,110.44,107624400,109.66,111.49,108.73,175
11/04/2020,114.95,138235500,114.14,115.59,112.35,176
11/05/2020,119.03,126387100,117.95,119.62,116.87,177
11/06/2020,118.69,114457900,118.32,119.20,116.13,178
11/09/2020,116.32,154515300,120.50,121.99,116.05,179
11/10/2020,115.97,138023400,115.55,117.59,114.13,180
11/11/2020,119.49,112295000,117.19,119.63,116.44,181
11/12/2020,119.21,103350700,119.62,120.53,118.57,182
11/13/2020,119.26,81688590,119.44,119.67,117.87,183
11/16/2020,120.30,91183020,118.92,120.99,118.15,184
11/17/2020,119.39,74270970,119.55,120.67,118.96,185
11/18/2020,118.03,76322110,118.61,119.82,118.00,186
11/19/2020,118.64,74112970,117.59,119.06,116.81,187
11/20/2020,117.34,73604290,118.64,118.77,117.29,188
11/23/2020,113.85,127959300,117.18,117.62,113.75,189
11/24/2020,115.17,113874200,113.91,115.85,112.59,190
11/25/2020,116.03,76499230,115.55,116.75,115.17,191
11/27/2020,116.59,46691330,116.57,117.49,116.22,192
11/30/2020,119.05,169410200,116.97,120.97,116.81,193
12/01/2020,122.72,128166800,121.01,123.47,120.01,194
12/02/2020,123.08,89004200,122.02,123.37,120.89,195
12/03/2020,122.94,78967630,123.52,123.78,122.21,196
12/04/2020,122.25,78260420,122.60,122.86,121.52,197
12/07/2020,123.75,86711990,122.31,124.57,122.25,198
12/08/2020,124.38,82225510,124.37,124.98,123.09,199
12/09/2020,121.78,115089200,124.53,125.95,121.00,200
12/10/2020,123.24,81312170,120.50,123.87,120.15,201
12/11/2020,122.41,86939790,122.43,122.76,120.55,202
12/14/2020,121.78,79075990,122.60,123.35,121.54,203
12/15/2020,127.88,157572300,124.34,127.90,124.13,204
12/16/2020,127.81,98208590,127.41,128.37,126.56,205
12/17/2020,128.70,94359810,128.90,129.58,128.05,206
12/18/2020,126.66,192541500,128.96,129.10,126.12,207
12/21/2020,128.23,121251600,125.02,128.31,123.45,208
12/22/2020,131.88,169351800,131.61,134.41,129.65,209
12/23/2020,130.96,88223690,132.16,132.43,130.78,210
12/24/2020,131.97,54930060,131.32,133.46,131.10,211
12/28/2020,136.69,124486200,133.99,137.34,133.51,212
12/29/2020,134.87,121047300,138.05,138.79,134.34,213
12/30/2020,133.72,96452120,135.58,135.99,133.40,214
12/31/2020,132.69,99116590,134.08,134.74,131.72,215
01/04/2021,129.41,143301900,133.52,133.61,126.76,216
01/05/2021,131.01,97664900,128.89,131.74,128.43,217
01/06/2021,126.60,155088000,127.72,131.05,126.38,218
01/07/2021,130.92,109578200,128.36,131.63,127.86,219
01/08/2021,132.05,105158200,132.43,132.63,130.23,220
01/11/2021,128.98,100620900,129.19,130.17,128.50,221
01/12/2021,128.80,91951150,128.50,129.69,126.86,222
01/13/2021,130.89,88636830,128.76,131.45,128.49,223
01/14/2021,128.91,90221760,130.80,131.00,128.76,224
01/15/2021,127.14,111598500,128.78,130.22,127.00,225
01/19/2021,127.83,90757330,127.78,128.71,126.94,226
01/20/2021,132.03,104319500,128.66,132.49,128.55,227
01/21/2021,136.87,120529500,133.80,139.67,133.59,228
01/22/2021,139.07,114459400,136.28,139.85,135.02,229
01/25/2021,142.92,157611700,143.07,145.09,136.54,230
01/26/2021,143.16,98390560,143.60,144.30,141.37,231
01/27/2021,142.06,140843800,143.43,144.30,140.41,232
01/28/2021,137.09,142621100,139.52,141.99,136.70,233
01/29/2021,131.96,177523800,135.83,136.74,130.21,234
02/01/2021,134.14,106239800,133.75,135.38,130.93,235
02/02/2021,134.99,83305370,135.73,136.31,134.61,236
02/03/2021,133.94,89880940,135.76,135.77,133.61,237
02/04/2021,137.39,84183060,136.30,137.40,134.59,238
02/05/2021,136.76,75693830,137.35,137.42,135.86,239
02/08/2021,136.91,71297210,136.03,136.96,134.92,240
02/09/2021,136.01,76774210,136.62,137.88,135.85,241
02/10/2021,135.39,73046560,136.48,136.99,134.40,242
02/11/2021,135.13,64280030,135.90,136.39,133.77,243
02/12/2021,135.37,60145130,134.35,135.53,133.69,244
02/16/2021,133.19,80576320,135.49,136.01,132.79,245
02/17/2021,130.84,98085250,131.25,132.22,129.47,246
02/18/2021,129.71,96856750,129.20,130.00,127.41,247
02/19/2021,129.87,87668830,130.24,130.71,128.80,248
02/22/2021,126.00,103916400,128.01,129.72,125.60,249
02/23/2021,125.86,158273000,123.76,126.71,118.39,250
02/24/2021,125.35,111039900,124.94,125.56,122.23,251
02/25/2021,120.99,148199500,124.68,126.46,120.54,252
02/26/2021,121.26,164560400,122.59,124.85,121.20,253
03/01/2021,127.79,116307900,123.75,127.93,122.79,254
03/02/2021,125.12,102260900,128.41,128.72,125.01,255
03/03/2021,122.06,112966300,124.81,125.71,121.84,256
03/04/2021,120.13,178155000,121.75,123.60,118.62,257
03/05/2021,121.42,153766600,120.98,121.94,117.57,258
03/08/2021,116.36,154376600,120.93,121.00,116.21,259
03/09/2021,121.09,129525800,119.03,122.06,118.79,260
03/10/2021,119.98,111943300,121.69,122.17,119.45,261
03/11/2021,121.96,103026500,122.54,123.21,121.26,262
03/12/2021,121.03,88105050,120.40,121.17,119.16,263
03/15/2021,123.99,92590560,121.41,124.00,120.42,264
03/16/2021,125.57,115227900,125.70,127.22,124.72,265
03/17/2021,124.76,111932600,124.05,125.86,122.34,266
03/18/2021,120.53,121469800,122.88,123.18,120.32,267
03/19/2021,119.99,185549500,119.90,121.43,119.68,268
03/22/2021,123.39,111912300,120.33,123.87,120.26,269
03/23/2021,122.54,95467140,123.33,124.24,122.14,270
03/24/2021,120.09,88530490,122.82,122.90,120.07,271
03/25/2021,120.59,98844680,119.54,121.66,119.00,272
03/26/2021,121.21,94071230,120.35,121.48,118.92,273
03/29/2021,121.39,80819200,121.65,122.58,120.73,274
03/30/2021,119.90,85671920,120.11,120.40,118.86,275
03/31/2021,122.15,118323800,121.65,123.52,121.15,276
04/01/2021,123.00,75089130,123.66,124.18,122.49,277
04/05/2021,125.90,88651180,123.87,126.16,123.07,278
04/06/2021,126.21,80171250,126.50,127.13,125.65,279
04/07/2021,127.90,83466720,125.83,127.92,125.14,280
04/08/2021,130.36,88844590,128.95,130.39,128.52,281
04/09/2021,133.00,106686700,129.80,133.04,129.47,282
04/12/2021,131.24,91419980,132.52,132.85,130.63,283
04/13/2021,134.43,91266550,132.44,134.66,131.93,284
04/14/2021,132.03,87222780,134.94,135.00,131.66,285
04/15/2021,134.50,89347100,133.82,135.00,133.64,286
04/16/2021,134.16,84922390,134.30,134.67,133.28,287
04/19/2021,134.84,94264220,133.51,135.47,133.34,288
04/20/2021,133.11,94812350,135.02,135.53,131.81,289
04/21/2021,133.50,68847140,132.36,133.75,131.30,290
04/22/2021,131.94,84566460,133.04,134.15,131.41,291
04/23/2021,134.32,78756780,132.16,135.12,132.16,292
04/26/2021,134.72,66905070,134.83,135.06,133.56,293
04/27/2021,134.39,66015800,135.01,135.41,134.11,294
04/28/2021,133.58,107760100,134.31,135.02,133.08,295
04/29/2021,133.48,151101000,136.47,137.07,132.45,296
04/30/2021,131.46,109839500,131.78,133.56,131.07,297
05/03/2021,132.54,75135100,132.04,134.07,131.83,298
05/04/2021,127.85,137564700,131.19,131.49,126.70,299
05/05/2021,128.10,84000900,129.20,130.45,127.97,300
05/06/2021,129.74,78128330,127.89,129.75,127.13,301
05/07/2021,130.21,78973270,130.85,131.26,129.48,302
05/10/2021,126.85,88071230,129.41,129.54,126.81,303
05/11/2021,125.91,126142800,123.50,126.27,122.77,304
05/12/2021,122.77,112172300,123.40,124.64,122.25,305
05/13/2021,124.97,105861300,124.58,126.15,124.26,306
05/14/2021,127.45,81917950,126.25,127.89,125.85,307
05/17/2021,126.27,74116550,126.82,126.93,125.17,308
05/18/2021,124.85,63342930,126.56,126.99,124.78,309
05/19/2021,124.69,92611990,123.16,124.92,122.86,310
05/20/2021,127.31,76857120,125.23,127.72,125.10,311
05/21/2021,125.43,79295440,127.82,128.00,125.21,312
05/24/2021,127.10,63092950,126.01,127.94,125.94,313
05/25/2021,126.90,72009480,127.82,128.32,126.32,314
05/26/2021,126.85,56575920,126.96,127.39,126.42,315
05/27/2021,125.28,94625600,126.44,127.64,125.08,316
05/28/2021,124.61,71311110,125.57,125.80,124.55,317
06/01/2021,124.28,67637120,125.08,125.35,123.94,318
06/02/2021,125.06,59278860,124.28,125.24,124.05,319
06/03/2021,123.54,76229170,124.68,124.85,123.13,320
06/04/2021,125.89,75169340,124.07,126.16,123.85,321
06/07/2021,125.90,71057550,126.17,126.32,124.83,322
06/08/2021,126.74,74403770,126.60,128.46,126.21,323
06/09/2021,127.13,56877940,127.21,127.75,126.52,324
06/10/2021,126.11,71186420,127.02,128.19,125.94,325
06/11/2021,127.35,53522370,126.53,127.44,126.10,326
06/14/2021,130.48,96906490,127.82,130.54,127.07,327
06/15/2021,129.64,62746330,129.94,130.60,129.39,328
06/16/2021,130.15,91815030,130.37,130.89,128.46,329
06/17/2021,131.79,96721670,129.80,132.55,129.65,330
06/18/2021,130.46,108953300,130.71,131.51,130.24,331
06/21/2021,132.30,79663320,130.30,132.41,129.21,332
06/22/2021,133.98,74783620,132.13,134.08,131.62,333
06/23/2021,133.70,60214200,133.77,134.32,133.23,334
06/24/2021,133.41,68711000,134.45,134.64,132.93,335
06/25/2021,133.11,70783750,133.46,133.89,132.81,336
06/28/2021,134.78,62111300,133.41,135.25,133.35,337
06/29/2021,136.33,64556080,134.80,136.49,134.35,338
06/30/2021,136.96,63261390,136.17,137.41,135.87,339
07/01/2021,137.27,52485780,136.60,137.33,135.76,340
07/02/2021,139.96,78945570,137.90,140.00,137.75,341
07/06/2021,142.02,108181800,140.07,143.15,140.07,342
07/07/2021,144.57,104911600,143.54,144.89,142.66,343
07/08/2021,143.24,105575500,141.58,144.06,140.67,344
07/09/2021,145.11,99890800,142.75,145.65,142.65,345
07/12/2021,144.50,76299720,146.21,146.32,144.00,346
07/13/2021,145.64,100827100,144.03,147.46,143.63,347
07/14/2021,149.15,127050800,148.10,149.57,147.68,348
07/15/2021,148.48,106820300,149.24,150.00,147.09,349
07/16/2021,146.39,93251430,148.46,149.76,145.88,350
07/19/2021,142.45,121434600,143.75,144.07,141.67,351
07/20/2021,146.15,96350040,143.46,147.10,142.96,352
07/21/2021,145.40,74993460,145.53,146.13,144.63,353
07/22/2021,146.80,77338160,145.94,148.20,145.81,354
07/23/2021,148.56,71447420,147.55,148.72,146.92,355
07/26/2021,148.99,72434090,148.27,149.83,147.70,356
07/27/2021,146.77,104818600,149.12,149.21,145.55,357
07/28/2021,144.98,118931200,144.81,146.97,142.54,358
07/29/2021,145.64,56699480,144.69,146.55,144.58,359
07/30/2021,145.86,70440630,144.38,146.33,144.11,360
08/02/2021,145.52,62879960,146.36,146.95,145.25,361
08/03/2021,147.36,64786620,145.81,148.05,145.18,362
08/04/2021,146.95,56368270,147.27,147.79,146.28,363
08/05/2021,147.06,46397670,146.98,147.84,146.17,364
08/06/2021,146.14,54126810,146.35,147.11,145.63,365
08/09/2021,146.09,48908690,146.20,146.70,145.52,366
08/10/2021,145.60,69023080,146.44,147.71,145.30,367
08/11/2021,145.86,48493460,146.05,146.72,145.53,368
08/12/2021,148.89,73779110,146.19,149.05,145.84,369
08/13/2021,149.10,59375010,148.97,149.44,148.27,370
08/16/2021,151.12,103558800,148.54,151.19,146.47,371
08/17/2021,150.19,92229740,150.23,151.68,149.09,372
08/18/2021,146.36,86325990,149.80,150.72,146.15,373
08/19/2021,146.70,86960310,145.03,148.00,144.50,374
08/20/2021,148.19,60549630,147.44,148.50,146.78,375
08/23/2021,149.71,60131810,148.31,150.19,147.89,376
08/24/2021,149.62,48606430,149.45,150.86,149.15,377
08/25/2021,148.36,58991300,149.81,150.32,147.80,378
08/26/2021,147.54,48597200,148.35,149.12,147.51,379
08/27/2021,148.60,55802390,147.48,148.75,146.83,380
08/30/2021,153.12,90956720,149.00,153.49,148.61,381
08/31/2021,151.83,86453120,152.66,152.80,151.29,382
09/01/2021,152.51,80313710,152.83,154.98,152.34,383
09/02/2021,153.65,71171320,153.87,154.72,152.40,384
09/03/2021,154.30,57866070,153.76,154.63,153.09,385
09/07/2021,156.69,82278260,154.97,157.26,154.39,386
09/08/2021,155.11,74420210,156.98,157.04,153.98,387
09/09/2021,154.07,57305730,155.49,156.11,153.95,388
09/10/2021,148.97,140893200,155.00,155.48,148.70,389
09/13/2021,149.55,102404300,150.63,151.42,148.75,390
09/14/2021,148.12,109296300,150.35,151.07,146.91,391
09/15/2021,149.03,83281320,148.56,149.44,146.37,392
09/16/2021,148.79,68034150,148.44,148.97,147.22,393
09/17/2021,146.06,129868800,148.82,148.82,145.76,394
09/20/2021,142.94,123478900,143.80,144.84,141.27,395
09/21/2021,143.43,75833960,143.93,144.60,142.78,396
09/22/2021,145.85,76404340,144.45,146.43,143.70,397
09/23/2021,146.83,64838170,146.65,147.08,145.64,398
09/24/2021,146.92,53477870,145.66,147.47,145.56,399
09/27/2021,145.37,74150730,145.47,145.96,143.82,400
09/28/2021,141.91,108972300,143.25,144.75,141.69,401
09/29/2021,142.83,74602040,142.47,144.45,142.03,402
09/30/2021,141.50,89056660,143.66,144.38,141.28,403
10/01/2021,142.65,94639580,141.90,142.92,139.11,404
10/04/2021,139.14,98322010,141.76,142.21,138.27,405
10/05/2021,141.11,80861060,139.49,142.24,139.36,406
10/06/2021,142.00,83221120,139.47,142.15,138.37,407
10/07/2021,143.29,61732660,143.06,144.22,142.72,408
10/08/2021,142.90,58773160,144.03,144.18,142.56,409
10/11/2021,142.81,64452220,142.27,144.81,141.81,410
10/12/2021,141.51,73035860,143.23,143.25,141.04,411
10/13/2021,140.91,78762720,141.24,141.40,139.20,412
10/14/2021,143.76,69907100,142.11,143.88,141.51,413
10/15/2021,144.84,67940330,143.77,144.90,143.51,414
10/18/2021,146.55,85589180,143.45,146.84,143.16,415
10/19/2021,148.76,76378890,147.01,149.17,146.55,416
10/20/2021,149.26,58418790,148.70,149.75,148.12,417
10/21/2021,149.48,61420990,148.81,149.64,147.87,418
10/22/2021,148.69,58883440,149.69,150.18,148.64,419
10/25/2021,148.64,50720560,148.68,149.37,147.62,420
10/26/2021,149.32,60893400,149.33,150.84,149.01,421
10/27/2021,148.85,56094930,149.36,149.73,148.49,422
10/28/2021,152.57,100077900,149.82,153.17,149.72,423
10/29/2021,149.80,124953200,147.22,149.94,146.41,424
11/01/2021,148.96,74588260,148.99,149.70,147.80,425
11/02/2021,150.02,69121990,148.66,151.57,148.65,426
11/03/2021,151.49,54511530,150.39,151.97,149.82,427
11/04/2021,150.96,60394620,151.58,152.43,150.64,428
11/05/2021,151.28,65463880,151.89,152.20,150.06,429
11/08/2021,150.44,55020870,151.41,151.57,150.16,430
11/09/2021,150.81,56787930,150.20,151.43,150.06,431
11/10/2021,147.92,65187090,150.02,150.13,147.85,432
11/11/2021,147.87,40999950,148.96,149.43,147.68,433
11/12/2021,149.99,63804010,148.43,150.40,147.48,434
11/15/2021,150.00,59222800,150.37,151.88,149.43,435
11/16/2021,151.00,59256210,149.94,151.49,149.34,436
11/17/2021,153.49,88807000,151.00,155.00,150.99,437
11/18/2021,157.87,137827700,153.71,158.67,153.05,438
11/19/2021,160.55,117305600,157.65,161.02,156.53,439
11/22/2021,161.02,117467900,161.68,165.70,161.00,440
11/23/2021,161.41,96041900,161.12,161.80,159.06,441
11/24/2021,161.94,69463620,160.75,162.14,159.64,442
11/26/2021,156.81,76959750,159.57,160.45,156.36,443
11/29/2021,160.24,88748220,159.37,161.19,158.79,444
11/30/2021,165.30,174048100,159.99,165.52,159.92,445
12/01/2021,164.77,152423000,167.48,170.30,164.53,446
12/02/2021,163.76,136739200,158.74,164.20,157.80,447
12/03/2021,161.84,118023100,164.02,164.96,159.72,448
12/06/2021,165.32,107497000,164.29,167.88,164.28,449
12/07/2021,171.18,120405400,169.08,171.58,168.34,450
12/08/2021,175.08,116998900,172.13,175.96,170.70,451
12/09/2021,174.56,108923700,174.91,176.75,173.92,452
12/10/2021,179.45,115402700,175.21,179.63,174.69,453
12/13/2021,175.74,153237000,181.12,182.13,175.53,454
12/14/2021,174.33,139380400,175.25,177.74,172.21,455
12/15/2021,179.30,131063300,175.11,179.50,172.31,456
12/16/2021,172.26,150185800,179.28,181.14,170.75,457
12/17/2021,171.14,195923400,169.93,173.47,169.69,458
12/20/2021,169.75,107499100,168.28,170.58,167.46,459
12/21/2021,172.99,91185910,171.56,173.20,169.12,460
12/22/2021,175.64,92135300,173.04,175.86,172.15,461
12/23/2021,176.28,68356570,175.85,176.85,175.27,462
12/27/2021,180.33,74919580,177.09,180.42,177.07,463
12/28/2021,179.29,79144340,180.16,181.33,178.53,464
12/29/2021,179.38,62348930,179.33,180.63,178.14,465
12/30/2021,178.20,59773010,179.47,180.57,178.09,466
12/31/2021,177.57,64062260,178.09,179.23,177.26,467
01/03/2022,182.01,104701200,177.83,182.88,177.71,468
01/04/2022,179.70,99310440,182.63,182.94,179.12,469
01/05/2022,174.92,94537600,179.61,180.17,174.64,470
01/06/2022,172.00,96903960,172.70,175.30,171.64,471
01/07/2022,172.17,86709150,172.89,174.14,171.03,472
01/10/2022,172.19,106765600,169.08,172.50,168.17,473
01/11/2022,175.08,76138310,172.32,175.18,170.82,474
01/12/2022,175.53,74805170,176.12,177.18,174.82,475
01/13/2022,172.19,84505760,175.78,176.62,171.79,476
01/14/2022,173.07,80440780,171.34,173.78,171.09,477
01/18/2022,169.80,91168730,171.51,172.54,169.41,478
01/19/2022,166.23,94814990,170.00,171.08,165.94,479
01/20/2022,164.51,91420520,166.98,169.68,164.18,480
